num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_1_facebook_likes,gross,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,num_user_for_reviews,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
160.0,90.0,31.0,162.0,193.0,26421314.0,28964,608,0.0,457.0,15000000.0,2000.0,184.0,4.0,1.85,949
93.0,101.0,26.0,266.0,838.0,24881000.0,57140,1812,0.0,195.0,15000000.0,1996.0,328.0,6.2,1.85,6000
278.0,119.0,11000.0,400.0,19000.0,23089926.0,166269,20391,3.0,735.0,15000000.0,2005.0,567.0,7.7,1.85,0
81.0,103.0,20.0,125.0,512.0,26161406.0,13874,1002,2.0,52.0,15000000.0,2010.0,316.0,6.7,2.35,0
58.0,134.0,133.0,258.0,12000.0,22954968.0,45703,12749,1.0,156.0,11500000.0,1993.0,310.0,7.9,2.35,0
153.0,155.0,0.0,170.0,3000.0,26384919.0,189032,3677,15.0,560.0,15000000.0,1997.0,360.0,7.9,2.35,0
25.0,94.0,11.0,232.0,1000.0,22189039.0,17074,2210,0.0,55.0,15000000.0,1993.0,605.0,5.5,1.85,466
46.0,95.0,15.0,461.0,1000.0,20998709.0,6095,3845,0.0,76.0,15000000.0,2006.0,786.0,6.2,2.35,1000
161.0,89.0,7.0,399.0,919.0,20801344.0,49721,2559,0.0,211.0,15000000.0,2007.0,557.0,5.1,2.35,0
108.0,97.0,83.0,579.0,912.0,21468807.0,13048,2682,2.0,227.0,14000000.0,2000.0,786.0,4.1,2.35,243
69.0,90.0,13.0,613.0,882.0,19158074.0,17983,2661,2.0,127.0,15000000.0,2002.0,874.0,6.7,2.35,0
78.0,92.0,8.0,129.0,472.0,18843314.0,27486,1045,1.0,284.0,20000000.0,2006.0,239.0,4.7,1.85,0
129.0,100.0,10.0,415.0,826.0,20566327.0,15385,2958,2.0,84.0,15000000.0,2016.0,622.0,6.4,2.35,0
135.0,117.0,19.0,461.0,3000.0,20218921.0,14814,4204,4.0,114.0,15000000.0,2010.0,646.0,6.3,2.35,0
96.0,84.0,119.0,918.0,989.0,17411331.0,17328,4660,3.0,237.0,15000000.0,1998.0,982.0,5.5,1.85,673
417.0,140.0,310.0,619.0,33000.0,21383298.0,187170,34413,3.0,376.0,15000000.0,2012.0,748.0,7.3,2.35,47000
172.0,108.0,79.0,537.0,775.0,24984868.0,50056,3033,2.0,152.0,15000000.0,2014.0,614.0,6.3,2.35,0
88.0,109.0,11.0,159.0,471.0,16459004.0,13320,1069,1.0,415.0,15000000.0,1999.0,308.0,4.9,2.35,327
388.0,131.0,0.0,383.0,10000.0,15700000.0,332065,11114,0.0,876.0,15000000.0,2008.0,602.0,7.6,1.85,16000
45.0,114.0,73.0,563.0,695.0,15100000.0,22797,3444,1.0,96.0,15000000.0,1984.0,654.0,6.0,2.35,0
414.0,97.0,181.0,748.0,11000.0,14938570.0,111625,14025,1.0,369.0,15000000.0,2012.0,820.0,6.2,2.35,20000
291.0,122.0,210.0,123.0,22000.0,17237244.0,57210,22574,3.0,158.0,15000000.0,2014.0,164.0,6.8,2.35,13000
97.0,87.0,374.0,484.0,826.0,14249005.0,39788,2689,1.0,619.0,15000000.0,2001.0,503.0,4.5,1.85,0
37.0,85.0,12.0,23.0,354.0,12701880.0,2037,568,0.0,22.0,15000000.0,2008.0,173.0,5.7,1.85,175
68.0,85.0,0.0,44.0,468.0,10353690.0,2673,646,0.0,31.0,,2007.0,67.0,8.4,1.78,116
90.0,101.0,36.0,377.0,1000.0,12801190.0,16340,2764,1.0,355.0,15000000.0,2000.0,786.0,4.6,2.35,356
81.0,121.0,16.0,526.0,907.0,12549485.0,4603,3633,4.0,91.0,15000000.0,2006.0,585.0,6.2,2.35,489
221.0,107.0,92.0,358.0,11000.0,13766014.0,106111,17627,0.0,181.0,15000000.0,2011.0,5000.0,7.0,2.35,49000
230.0,111.0,0.0,727.0,796.0,13034417.0,55665,2633,1.0,118.0,15000000.0,2009.0,787.0,6.9,2.35,10000
57.0,92.0,34.0,366.0,14000.0,11632420.0,19768,15644,1.0,135.0,,2001.0,442.0,6.1,2.35,566
119.0,97.0,164.0,308.0,436.0,12212417.0,30643,1172,3.0,144.0,15000000.0,2003.0,324.0,6.7,2.35,622
97.0,97.0,745.0,745.0,12000.0,11614236.0,9294,15209,2.0,140.0,15000000.0,1999.0,821.0,5.6,1.37,251
119.0,125.0,34.0,65.0,427.0,13337299.0,9649,729,7.0,226.0,20000000.0,2004.0,66.0,6.6,2.35,1000
42.0,124.0,11000.0,563.0,11000.0,10763469.0,13692,12685,0.0,55.0,15000000.0,1989.0,860.0,6.4,1.85,877
24.0,76.0,9.0,47.0,595.0,11144518.0,2724,1139,0.0,53.0,15000000.0,1998.0,417.0,2.8,1.85,436
208.0,107.0,561.0,353.0,746.0,15608545.0,53471,2377,3.0,224.0,15000000.0,2012.0,561.0,5.4,2.35,29000
42.0,91.0,23.0,629.0,925.0,10443316.0,7159,2913,2.0,88.0,15000000.0,1998.0,660.0,5.0,1.85,247
44.0,96.0,4.0,670.0,989.0,10494147.0,7403,3142,1.0,162.0,15000000.0,2000.0,841.0,5.1,1.85,648
230.0,142.0,0.0,1000.0,22000.0,9929000.0,152306,29475,0.0,513.0,15000000.0,1985.0,5000.0,8.0,1.85,16000
46.0,103.0,80.0,782.0,1000.0,10411980.0,22649,4676,0.0,212.0,15000000.0,2004.0,872.0,5.9,2.35,1000
18.0,60.0,,186.0,443.0,,7122,981,1.0,77.0,,,319.0,7.5,,576
249.0,117.0,0.0,12000.0,22000.0,17439163.0,537419,47728,1.0,1028.0,15000000.0,1998.0,12000.0,8.2,1.85,35000
197.0,116.0,153.0,539.0,3000.0,9396487.0,52421,5012,0.0,200.0,15000000.0,2006.0,788.0,7.0,2.35,0
71.0,118.0,41.0,274.0,556.0,9059588.0,17261,1873,1.0,125.0,15000000.0,2002.0,463.0,6.6,2.35,455
190.0,108.0,187.0,254.0,11000.0,9172810.0,24150,12178,0.0,118.0,16000000.0,2007.0,883.0,6.7,2.35,923
50.0,94.0,9.0,612.0,11000.0,8735529.0,8055,13524,4.0,89.0,15000000.0,2000.0,897.0,5.5,1.85,816
63.0,97.0,2.0,461.0,890.0,8586376.0,26598,3161,4.0,132.0,20000000.0,2002.0,852.0,4.9,1.85,1000
104.0,97.0,32.0,692.0,14000.0,8378141.0,18966,16502,5.0,141.0,15000000.0,2002.0,1000.0,6.9,2.35,0
,99.0,45.0,224.0,1000.0,,1465,2166,1.0,56.0,,1998.0,393.0,7.4,1.33,515
49.0,91.0,6.0,596.0,8000.0,8080116.0,6562,10732,0.0,66.0,15000000.0,2006.0,625.0,5.6,1.85,647
300.0,107.0,454.0,39.0,65.0,7757130.0,307639,173,1.0,513.0,15000000.0,2008.0,49.0,8.0,2.35,32000
43.0,95.0,24.0,426.0,931.0,9123834.0,4065,3322,6.0,33.0,15000000.0,2013.0,539.0,5.3,2.35,0
132.0,102.0,11.0,1000.0,15000.0,6409206.0,32311,33153,4.0,104.0,15000000.0,2008.0,14000.0,6.2,1.85,0
97.0,88.0,96.0,360.0,24000.0,6373693.0,11498,25637,1.0,53.0,15000000.0,2009.0,971.0,5.3,1.85,0
242.0,106.0,835.0,363.0,13000.0,7556708.0,30284,14544,1.0,102.0,15000000.0,2012.0,826.0,6.6,1.85,10000
218.0,92.0,11000.0,386.0,860.0,5306447.0,58967,2717,1.0,169.0,15000000.0,2009.0,658.0,7.2,1.85,10000
49.0,105.0,52.0,275.0,477.0,5217498.0,3668,2312,4.0,85.0,15000000.0,2000.0,397.0,4.6,1.85,157
172.0,107.0,0.0,289.0,572.0,5023275.0,34194,1627,2.0,199.0,15000000.0,2005.0,324.0,7.5,2.35,0
68.0,120.0,0.0,693.0,49000.0,4956401.0,12601,51657,2.0,89.0,15000000.0,1999.0,1000.0,6.5,1.85,0
223.0,103.0,1000.0,611.0,21000.0,4235837.0,175962,23932,2.0,336.0,15000000.0,2005.0,1000.0,7.6,2.35,0
59.0,92.0,6.0,577.0,890.0,4002955.0,33745,3654,0.0,198.0,20000000.0,1999.0,729.0,6.2,1.85,0
252.0,147.0,0.0,669.0,6000.0,7219578.0,235992,8484,1.0,1768.0,15000000.0,2001.0,889.0,8.0,1.85,16000
106.0,98.0,18.0,220.0,837.0,3525161.0,15388,1675,0.0,190.0,,2007.0,400.0,5.5,2.35,0
223.0,98.0,11000.0,557.0,12000.0,3247816.0,36145,19310,0.0,108.0,22000000.0,2010.0,6000.0,6.3,1.85,0
328.0,103.0,132.0,844.0,10000.0,2412045.0,109873,12867,0.0,320.0,15000000.0,2010.0,882.0,7.2,2.35,33000
9.0,286.0,,527.0,857.0,,3828,3809,3.0,39.0,,,555.0,7.9,1.78,733
150.0,111.0,122.0,25.0,918.0,2203641.0,42792,1252,0.0,162.0,15000000.0,2008.0,278.0,6.7,2.35,0
21.0,98.0,70.0,90.0,876.0,1953732.0,4996,1351,0.0,62.0,15000000.0,1986.0,324.0,5.3,2.35,843
28.0,111.0,0.0,617.0,783.0,1954202.0,5917,4834,0.0,71.0,15000000.0,1999.0,664.0,6.3,2.35,391
250.0,111.0,0.0,287.0,6000.0,1294640.0,69569,6748,0.0,436.0,15000000.0,2007.0,294.0,6.5,1.85,0
17.0,100.0,5.0,46.0,192.0,,1933,527,0.0,13.0,,2014.0,134.0,5.6,2.35,708
95.0,116.0,460.0,71.0,5000.0,819852.0,6690,5426,0.0,83.0,,1999.0,203.0,7.0,2.35,284
260.0,145.0,756.0,18.0,136.0,26435.0,111841,203,1.0,413.0,6000000.0,1927.0,23.0,8.3,1.33,12000
141.0,84.0,180.0,58.0,510.0,1197786.0,55928,962,2.0,157.0,12000000.0,2004.0,297.0,7.2,2.35,0
52.0,115.0,39.0,642.0,12000.0,529766.0,22345,14889,2.0,144.0,7000000.0,1995.0,970.0,6.8,1.85,0
205.0,105.0,141.0,56.0,1000.0,613556.0,9427,1172,1.0,87.0,15000000.0,2015.0,103.0,6.4,1.37,0
109.0,98.0,34.0,730.0,936.0,353743.0,20730,3578,1.0,111.0,15000000.0,2001.0,826.0,6.9,2.35,664
103.0,99.0,445.0,9.0,20.0,502028.0,31589,48,0.0,172.0,,2003.0,13.0,8.0,1.85,0
110.0,110.0,0.0,7.0,64.0,102055.0,24570,134,0.0,72.0,300000000.0,2008.0,45.0,6.2,2.35,0
195.0,97.0,197.0,570.0,13000.0,122288.0,64777,15293,0.0,201.0,,2010.0,794.0,6.4,2.35,0
14.0,88.0,85.0,40.0,825.0,,2699,1432,0.0,29.0,9000000.0,1996.0,476.0,5.6,2.35,154
177.0,103.0,129.0,1000.0,14000.0,73548.0,47574,18639,0.0,209.0,15000000.0,2008.0,1000.0,6.1,2.35,0
17.0,104.0,36.0,2.0,549.0,,609,801,2.0,15.0,15000000.0,2011.0,248.0,6.0,,705
62.0,90.0,68.0,642.0,17000.0,28870.0,14280,32814,5.0,41.0,15000000.0,2011.0,14000.0,5.1,2.35,0
19.0,105.0,24.0,125.0,776.0,22723.0,2236,1732,1.0,40.0,25000000.0,2001.0,595.0,4.5,2.35,193
50.0,93.0,17.0,66.0,1000.0,20380.0,7519,1245,1.0,39.0,15000000.0,2007.0,165.0,5.9,1.85,445
25.0,141.0,15.0,576.0,735.0,,3425,2528,1.0,32.0,,2008.0,627.0,6.0,2.35,0
39.0,85.0,0.0,912.0,14000.0,,4006,29488,0.0,12.0,20000000.0,2013.0,12000.0,5.8,,0
136.0,109.0,19.0,537.0,1000.0,,41638,2829,0.0,134.0,7000000.0,2014.0,889.0,6.1,2.35,13000
26.0,105.0,93.0,51.0,179.0,,5018,363,0.0,108.0,15000000.0,2005.0,55.0,4.9,1.78,473
4.0,98.0,6.0,50.0,61.0,,80,192,0.0,4.0,15000000.0,2015.0,57.0,5.7,,18
53.0,119.0,3.0,19.0,556.0,,9177,996,4.0,53.0,15000000.0,2009.0,353.0,7.1,2.35,821
22.0,124.0,67.0,303.0,631.0,,695,1585,1.0,32.0,15000000.0,2000.0,452.0,6.6,,277
147.0,101.0,11000.0,512.0,13000.0,70906973.0,437418,15500,1.0,609.0,14600000.0,1993.0,571.0,8.1,1.85,38000
222.0,115.0,13.0,642.0,20000.0,66009973.0,38202,38963,3.0,135.0,14800000.0,2015.0,17000.0,5.7,2.35,41000
106.0,120.0,1000.0,954.0,29000.0,46338728.0,167750,33791,2.0,506.0,14500000.0,1996.0,1000.0,6.8,2.35,10000
136.0,111.0,15.0,121.0,1000.0,7691700.0,12937,2140,2.0,73.0,10000000.0,2010.0,767.0,7.5,2.35,0
5.0,94.0,5.0,124.0,467.0,,993,994,2.0,13.0,14500000.0,2014.0,220.0,6.2,,998
131.0,131.0,16000.0,638.0,16000.0,101157447.0,277505,28544,1.0,495.0,14400000.0,1992.0,11000.0,8.3,2.35,10000
140.0,139.0,3000.0,236.0,3000.0,74205.0,18646,4211,1.0,81.0,14200000.0,2005.0,769.0,7.4,2.35,1000
418.0,120.0,0.0,40.0,668.0,141319195.0,641997,820,0.0,1017.0,15000000.0,2008.0,56.0,8.0,2.35,13000
94.0,119.0,213.0,249.0,886.0,156645693.0,55101,1639,0.0,201.0,14000000.0,1987.0,276.0,6.9,1.85,3000
82.0,125.0,0.0,700.0,8000.0,178406268.0,213476,11135,2.0,271.0,14000000.0,1990.0,995.0,6.9,1.85,11000
,65.0,0.0,176.0,770.0,,10,1125,2.0,,,,179.0,9.5,1.33,0
32.0,108.0,5.0,57.0,442.0,109306210.0,44096,717,1.0,62.0,15800000.0,1988.0,162.0,5.5,2.35,489
22.0,101.0,34.0,277.0,892.0,,1554,2055,0.0,20.0,15000000.0,2015.0,355.0,5.7,2.35,0
72.0,145.0,0.0,560.0,10000.0,70001698.0,76842,12098,0.0,173.0,14000000.0,1989.0,854.0,7.2,2.35,4000
39.0,98.0,226.0,496.0,953.0,68856263.0,69733,2496,1.0,97.0,15000000.0,1993.0,730.0,6.9,1.85,0
264.0,101.0,71.0,725.0,10000.0,51527787.0,45603,14159,0.0,268.0,15000000.0,2009.0,960.0,5.5,1.85,0
264.0,92.0,30.0,309.0,941.0,49122319.0,47169,2348,0.0,162.0,14000000.0,2012.0,459.0,5.9,2.35,17000
145.0,93.0,270.0,535.0,13000.0,,172493,15192,1.0,376.0,14000000.0,1982.0,954.0,7.7,2.35,0
86.0,109.0,41.0,748.0,997.0,61356221.0,19505,3544,0.0,162.0,14000000.0,2007.0,826.0,5.2,2.35,0
112.0,123.0,43.0,238.0,456.0,46800000.0,76477,1326,2.0,275.0,14000000.0,1977.0,244.0,7.1,2.35,0
17.0,60.0,,84.0,155.0,,5563,552,0.0,57.0,,,130.0,6.6,,373
101.0,99.0,9.0,648.0,975.0,38048637.0,47814,3500,4.0,426.0,14000000.0,1998.0,912.0,5.5,2.35,0
51.0,119.0,350.0,418.0,18000.0,34700000.0,52846,35501,2.0,143.0,14000000.0,1988.0,17000.0,7.7,1.85,0
42.0,110.0,0.0,490.0,849.0,35010192.0,6352,2226,1.0,43.0,,2012.0,597.0,5.4,2.35,0
10.0,107.0,116.0,25.0,327.0,34793160.0,15730,552,1.0,31.0,14000000.0,1991.0,172.0,6.7,1.85,0
43.0,81.0,54.0,636.0,8000.0,30628981.0,15047,10792,1.0,160.0,14000000.0,1999.0,670.0,5.0,1.85,2000
331.0,105.0,58.0,583.0,11000.0,29959436.0,82327,12894,1.0,350.0,13000000.0,2011.0,1000.0,6.4,2.35,18000
38.0,82.0,12.0,8.0,23.0,25571351.0,3135,49,0.0,78.0,14000000.0,2002.0,12.0,6.6,1.85,184
12.0,109.0,309.0,279.0,592.0,27515786.0,8904,1620,0.0,31.0,14000000.0,1993.0,556.0,5.9,1.85,0
40.0,95.0,10.0,111.0,706.0,25482931.0,9693,1421,2.0,33.0,14000000.0,2002.0,266.0,5.7,2.35,530
34.0,100.0,0.0,364.0,723.0,19900000.0,17262,2348,1.0,53.0,20000000.0,1995.0,422.0,4.5,1.85,1000
82.0,118.0,128.0,467.0,931.0,,16294,2704,7.0,252.0,14000000.0,1977.0,726.0,3.7,1.85,889
125.0,91.0,31.0,50.0,874.0,16298046.0,22207,1608,0.0,747.0,14000000.0,2005.0,613.0,5.0,2.35,0
56.0,90.0,119.0,636.0,869.0,15549702.0,24038,3007,2.0,123.0,14000000.0,2003.0,779.0,4.6,1.85,411
160.0,108.0,123.0,690.0,26000.0,15483540.0,56338,41359,4.0,215.0,14000000.0,2009.0,14000.0,6.5,2.35,4000
71.0,103.0,44.0,625.0,953.0,20246959.0,5721,3299,2.0,20.0,14000000.0,2010.0,849.0,4.9,2.35,1000
37.0,96.0,0.0,654.0,3000.0,15062898.0,11729,6861,0.0,106.0,14000000.0,1998.0,2000.0,6.0,1.85,645
62.0,117.0,160.0,55.0,718.0,14348123.0,9323,1148,6.0,157.0,12000000.0,1999.0,330.0,6.9,1.85,970
73.0,93.0,85.0,514.0,1000.0,15171475.0,19805,2777,0.0,122.0,8500000.0,1996.0,855.0,5.7,1.85,0
59.0,136.0,17000.0,213.0,22000.0,,13548,23378,0.0,75.0,14000000.0,1977.0,740.0,6.7,1.66,932
25.0,115.0,0.0,534.0,1000.0,13640000.0,6011,3267,0.0,39.0,14000000.0,1994.0,848.0,6.9,1.85,905
97.0,94.0,0.0,458.0,12000.0,12550242.0,13866,13446,3.0,55.0,,2007.0,490.0,5.5,1.85,488
205.0,85.0,52.0,489.0,1000.0,12610731.0,38985,3050,1.0,673.0,11000000.0,2001.0,935.0,4.4,1.85,0
69.0,88.0,189.0,799.0,934.0,47811275.0,29008,3707,1.0,99.0,15000000.0,2002.0,927.0,5.4,1.85,896
195.0,112.0,0.0,383.0,12000.0,11204499.0,38142,13528,0.0,270.0,14000000.0,2006.0,593.0,7.0,2.35,0
61.0,86.0,70.0,169.0,878.0,10397365.0,11693,2165,5.0,104.0,14000000.0,2001.0,834.0,5.4,2.35,613
77.0,86.0,90.0,635.0,962.0,9402410.0,11233,3715,1.0,32.0,14000000.0,2012.0,925.0,5.4,2.35,0
259.0,112.0,232.0,177.0,413.0,5990075.0,89906,1372,1.0,175.0,,2007.0,412.0,8.0,1.85,13000
251.0,137.0,143.0,280.0,14000.0,5459824.0,92781,15337,0.0,320.0,26000000.0,2006.0,617.0,7.6,2.35,5000
63.0,90.0,49.0,191.0,12000.0,5108820.0,12519,12776,5.0,112.0,24000000.0,2000.0,215.0,5.9,2.35,853
47.0,107.0,956.0,113.0,10000.0,4741987.0,6782,10368,1.0,114.0,14000000.0,1999.0,233.0,6.6,1.85,860
108.0,98.0,176.0,15.0,543.0,4291965.0,9334,678,3.0,59.0,14000000.0,2006.0,113.0,6.7,2.35,447
64.0,84.0,12.0,102.0,159.0,3100650.0,7277,417,4.0,181.0,14000000.0,2001.0,102.0,3.9,1.85,231
20.0,139.0,133.0,5.0,423.0,2474000.0,2427,446,1.0,27.0,14000000.0,1995.0,15.0,5.7,1.85,127
135.0,97.0,11.0,548.0,14000.0,2656324.0,16444,16431,4.0,79.0,,2008.0,1000.0,6.7,2.35,2000
2.0,127.0,109.0,324.0,16000.0,1000000.0,524,17250,0.0,8.0,14000000.0,1978.0,469.0,6.5,2.35,76
262.0,150.0,608.0,43.0,149.0,3958500.0,17933,390,0.0,165.0,8200000.0,2014.0,44.0,6.8,2.35,0
129.0,104.0,752.0,59.0,412.0,403649.0,3174,799,0.0,31.0,,2009.0,74.0,6.3,2.35,512
69.0,132.0,333.0,284.0,380.0,274299.0,11077,1429,2.0,55.0,103000000.0,2002.0,326.0,7.3,1.85,0
50.0,117.0,2.0,21.0,149.0,,6069,243,2.0,34.0,12000000.0,2010.0,32.0,6.9,2.35,1000
57.0,115.0,168.0,322.0,697.0,183088.0,11704,2243,0.0,36.0,15000000.0,2008.0,329.0,7.0,1.85,702
116.0,186.0,50.0,338.0,13000.0,46495.0,12053,14638,1.0,119.0,14000000.0,2011.0,1000.0,6.5,1.85,0
45.0,90.0,10.0,378.0,826.0,,9928,2207,7.0,66.0,,2009.0,521.0,3.6,1.85,934
87.0,90.0,0.0,767.0,1000.0,1752214.0,60460,4377,0.0,104.0,14000000.0,2010.0,872.0,7.7,1.85,14000
357.0,134.0,0.0,11000.0,15000.0,83025853.0,259837,39789,0.0,2254.0,14000000.0,2005.0,13000.0,7.7,1.85,13000
348.0,101.0,473.0,429.0,833.0,190871240.0,167089,2690,0.0,491.0,125000000.0,2014.0,809.0,5.9,2.35,62000
88.0,97.0,143.0,201.0,927.0,56631572.0,123390,1724,1.0,248.0,12000000.0,1995.0,281.0,6.8,1.85,0
181.0,107.0,162.0,135.0,2000.0,15854988.0,36542,2447,2.0,378.0,13500000.0,2002.0,258.0,7.4,1.85,0
107.0,99.0,38.0,390.0,3000.0,12282677.0,28159,4702,4.0,96.0,14000000.0,2015.0,837.0,5.1,1.85,0
53.0,55.0,,2.0,20.0,447093.0,12590,25,0.0,37.0,,,3.0,9.1,1.33,0
132.0,124.0,133.0,170.0,14000.0,7060876.0,44795,14726,1.0,314.0,13500000.0,2000.0,230.0,7.4,1.85,0
401.0,110.0,454.0,816.0,2000.0,14989761.0,185845,4757,7.0,284.0,15000000.0,2012.0,906.0,7.2,2.35,52000
58.0,105.0,148.0,400.0,539.0,687081.0,5602,1767,0.0,59.0,,2001.0,508.0,6.0,1.85,329
1.0,41.0,,2.0,70.0,,271,74,4.0,2.0,,,2.0,7.4,,64
192.0,178.0,101.0,471.0,918.0,5501940.0,248354,2334,0.0,564.0,13500000.0,2004.0,653.0,8.3,1.85,14000
157.0,125.0,448.0,93.0,273.0,2086345.0,64556,529,1.0,140.0,10000000.0,2004.0,114.0,8.1,2.35,0
454.0,108.0,143.0,21.0,19000.0,2605039.0,85022,19086,0.0,616.0,,2013.0,50.0,6.3,1.85,29000
62.0,121.0,272.0,227.0,49000.0,123922370.0,98348,50141,1.0,131.0,13000000.0,1987.0,263.0,7.3,1.85,0
4.0,100.0,26.0,385.0,898.0,163591.0,912,2895,5.0,17.0,13400000.0,2010.0,391.0,3.6,1.78,502
84.0,115.0,209.0,41.0,569.0,73000942.0,74351,714,1.0,233.0,13000000.0,2011.0,69.0,1.6,1.85,62000
669.0,108.0,0.0,1000.0,20000.0,106952327.0,551363,38072,1.0,1140.0,13000000.0,2010.0,15000.0,8.0,2.35,106000
492.0,117.0,294.0,1000.0,10000.0,58607007.0,182910,14160,0.0,630.0,100000000.0,2014.0,2000.0,6.2,2.35,60000
149.0,220.0,0.0,3000.0,22000.0,57300000.0,790926,39960,1.0,650.0,13000000.0,1974.0,14000.0,9.0,1.85,14000
101.0,112.0,49.0,237.0,656.0,91038276.0,47876,1307,0.0,320.0,13000000.0,2001.0,363.0,6.1,1.85,0
102.0,99.0,212.0,54.0,130.0,49369900.0,36108,450,0.0,260.0,7000000.0,1988.0,125.0,5.7,1.85,0
63.0,109.0,36.0,579.0,3000.0,61693523.0,6276,7833,0.0,55.0,13000000.0,2016.0,3000.0,6.8,1.85,16000
106.0,83.0,8.0,612.0,3000.0,46729374.0,116625,6454,2.0,469.0,13000000.0,2000.0,934.0,5.5,1.37,0
50.0,107.0,58.0,316.0,549.0,44726644.0,42614,1747,5.0,120.0,13000000.0,1988.0,439.0,6.8,1.85,0
275.0,102.0,51.0,360.0,13000.0,44134898.0,72803,20330,3.0,171.0,13000000.0,2014.0,6000.0,7.3,1.85,33000
90.0,100.0,38.0,460.0,833.0,48637684.0,16979,2800,4.0,42.0,12500000.0,2014.0,807.0,6.1,2.35,0
133.0,97.0,19.0,835.0,23000.0,38176108.0,222099,37907,6.0,549.0,16000000.0,1999.0,13000.0,7.2,1.85,10000
49.0,92.0,13.0,301.0,11000.0,28972187.0,28805,12687,1.0,159.0,13000000.0,2002.0,489.0,5.9,1.85,1000
19.0,84.0,0.0,182.0,11000.0,27979400.0,37611,12322,2.0,72.0,8200000.0,1993.0,852.0,6.1,1.85,0
186.0,86.0,174.0,2.0,619.0,54257433.0,12983,971,0.0,139.0,17000000.0,2016.0,350.0,6.8,2.35,0
185.0,120.0,19.0,829.0,8000.0,23947.0,357579,12755,0.0,1100.0,13000000.0,2004.0,902.0,7.7,1.85,15000
42.0,89.0,13.0,329.0,571.0,60008303.0,9285,2241,1.0,91.0,13000000.0,2000.0,442.0,4.9,1.85,0
37.0,117.0,17.0,912.0,1000.0,49121934.0,6528,6554,9.0,32.0,13000000.0,2007.0,997.0,6.1,2.35,0
45.0,97.0,84.0,782.0,899.0,27141959.0,19547,2936,2.0,168.0,18000000.0,1999.0,842.0,2.5,1.85,0
57.0,91.0,6.0,459.0,904.0,27052167.0,24834,3353,5.0,168.0,13000000.0,1998.0,471.0,6.1,1.85,934
25.0,100.0,15.0,388.0,694.0,26539321.0,7984,2486,1.0,42.0,13000000.0,1996.0,558.0,5.9,1.85,833
59.0,72.0,5.0,435.0,659.0,28501605.0,31371,2646,0.0,166.0,13000000.0,1990.0,628.0,5.7,1.85,0
58.0,84.0,12.0,334.0,1000.0,52543632.0,12676,2297,2.0,84.0,13200000.0,2014.0,345.0,5.6,2.35,0
330.0,126.0,0.0,745.0,2000.0,25592632.0,220475,5371,0.0,1066.0,18000000.0,2007.0,850.0,7.2,1.85,20000
489.0,108.0,232.0,123.0,149.0,25440971.0,289508,430,0.0,611.0,15000000.0,2015.0,145.0,7.7,2.35,109000
242.0,112.0,0.0,213.0,512.0,22858926.0,254404,1171,2.0,840.0,13000000.0,1999.0,216.0,7.8,1.85,0
40.0,90.0,7.0,405.0,939.0,22235901.0,4339,2815,2.0,31.0,6000000.0,2001.0,890.0,6.1,1.85,593
112.0,91.0,13.0,140.0,803.0,38916903.0,15664,1921,0.0,149.0,13000000.0,2014.0,587.0,5.8,1.85,0
84.0,135.0,134.0,525.0,4000.0,16929123.0,21406,6214,2.0,169.0,14000000.0,2001.0,1000.0,6.5,1.85,0
251.0,141.0,16000.0,78.0,378.0,13753931.0,132149,751,0.0,316.0,19000000.0,2006.0,85.0,7.9,2.35,5000
113.0,104.0,35.0,844.0,24000.0,10996440.0,19707,27806,0.0,128.0,13000000.0,2006.0,912.0,6.3,2.35,862
23.0,84.0,18.0,744.0,1000.0,8026971.0,1520,3352,0.0,20.0,13000000.0,1998.0,851.0,3.8,,204
421.0,118.0,412.0,491.0,805.0,14677654.0,161288,2499,0.0,351.0,13000000.0,2015.0,681.0,8.3,2.35,72000
32.0,82.0,799.0,294.0,721.0,9975684.0,20033,1805,0.0,117.0,13000000.0,1998.0,359.0,6.4,1.85,679
52.0,95.0,0.0,650.0,899.0,7881335.0,21212,3092,4.0,107.0,13000000.0,1994.0,849.0,6.7,1.66,3000
81.0,94.0,26.0,4000.0,16000.0,6241697.0,16059,31005,2.0,210.0,13000000.0,1999.0,8000.0,6.1,1.85,0
,88.0,76.0,75.0,690.0,,335,998,0.0,,,,94.0,8.1,,22
39.0,99.0,7.0,730.0,3000.0,5871603.0,3116,6485,3.0,39.0,13000000.0,1999.0,1000.0,6.0,1.85,251
63.0,121.0,15.0,812.0,4000.0,16574731.0,27675,6910,4.0,181.0,13000000.0,1998.0,957.0,5.8,1.85,0
47.0,84.0,2.0,690.0,15000.0,5002310.0,25541,18864,0.0,181.0,13000000.0,2001.0,816.0,5.6,2.35,0
111.0,93.0,16.0,258.0,567.0,4919896.0,21530,1775,1.0,159.0,13000000.0,2001.0,326.0,6.1,2.35,618
168.0,93.0,24.0,499.0,552.0,25675765.0,60407,2730,0.0,84.0,13000000.0,2013.0,528.0,5.9,2.35,11000
165.0,120.0,107.0,280.0,12000.0,4857376.0,63084,13208,0.0,123.0,13000000.0,2006.0,530.0,7.3,1.85,0
104.0,112.0,37.0,548.0,748.0,3169424.0,18442,2417,1.0,59.0,13000000.0,2007.0,573.0,6.8,2.35,689
